time,open,high,low,close
-2011771800,70.86,71.11,65.12,65.57
-2009266200,63.76,67.91,62.61,67.9
-2006587800,68.09,68.96,63.22,63.22
-2003909400,62.37,66.93,61.69,66.93
-2001317400,67.88,69.58,66.41,68.09
-1998466200,67.58,69.58,67.58,68.79
-1996047000,69.36,70.07,67.29,67.29
-1993368600,67.93,69.04,66.91,68.89
-1990603800,69.06,69.45,67.31,68.33
-1988098200,68.26,69.8,65.74,66.41
-1985419800,65.61,67.64,65,65.57
-1983000600,65.27,65.27,54.6,58.05
-1980322200,59.61,61.42,58.95,61.05
-1977730200,60.74,61.58,55.98,56.56
-1974879000,56.06,58.1,56.06,57.94
-1972459800,58.86,59.77,57.12,57.12
-1969781400,56.75,57.12,50.15,52.35
-1967016600,53.24,53.51,49.05,49.05
-1964511000,49.21,49.21,41.45,41.79
-1961832600,41.69,42.35,38.39,41.65
-1959154200,43.56,44.74,41.17,42.55
-1956562200,43.17,47.68,43.17,45.41
-1953711000,44.77,45,42.46,44.23
-1951291800,44.24,50.64,44.16,48.89
-1948699800,49.13,50.91,48.55,50.37
-1946107800,50.64,54.41,50.54,52.7
-1943429400,53.87,53.87,51.93,52.57
-1940837400,52.7,58.19,52.7,58.19
-1937986200,58.71,61.85,58.71,61.31
-1935480600,61.24,61.24,55.82,57.89
-1932888600,57.58,60.51,57.58,60.05
-1930123800,60.04,64.01,60.04,63.23
-1927618200,63.47,63.49,60.45,62.39
-1924939800,61.75,62.97,61.18,61.29
-1922261400,61.16,62.81,57.87,58.91
-1919842200,59.91,62.37,59.13,62.37
-1917163800,61.83,63.94,61.83,63.94
-1914399000,64.28,66.76,64.28,66.76
-1911893400,66.91,68.22,64.94,66.83
-1909301400,67.32,69.65,67.22,69.65
-1906536600,70.63,71.78,69.75,70.9
-1903944600,70.61,72.51,69.43,72.1
-1901352600,72.69,72.69,69.68,71.68
-1898674200,72.02,72.81,69.45,69.54
-1896082200,70.17,71.9,70.01,71.74
-1893231000,71.22,71.22,65.66,66.57
-1890725400,66.15,66.15,61.58,66.15
-1888306200,66.46,68.48,64.8,64.97
-1885627800,64.97,66.89,62.5,63.13
-1882949400,61.93,64.7,61.36,62.52
-1880357400,62.06,62.49,58.79,58.79
-1877765400,59.13,59.13,53.32,56.18
-1875087000,55.14,58.96,55.14,57.71
-1872408600,56.91,57.74,56.74,57.74
-1869643800,58.43,62.3,58.43,61.39
-1867138200,61.63,62.18,59.77,59.77
-1864546200,58.98,59.5,57.71,58.96
-1861781400,59.47,61.51,59.17,61.51
-1859189400,61.8,62.26,61.08,61.58
-1856770200,61.22,61.22,59.62,60.31
-1853919000,60.35,60.35,59.07,60.34
-1851499800,60.94,62.58,59.82,61.96
-1848821400,62.13,63.05,62.13,62.27
-1846056600,62.02,62.63,61.76,62.3
-1843551000,61.9,61.9,57.22,57.4
-1840872600,57.34,58.14,52.83,54.43
-1838194200,55.59,56.74,54.19,54.89
-1835602200,56.27,59.29,56.27,58.64
-1833010200,58.16,59.61,57.35,59.08
-1830331800,59.65,59.65,58.08,58.08
-1827653400,58.3,59.08,58.18,58.95
-1825147800,59.44,64.18,59.44,63.9
-1822469400,64.49,65.86,64.26,65.4
-1819877400,65.42,65.53,63.44,63.74
-1817026200,64.16,65.97,64.16,65.97
-1814607000,66.16,66.41,63.71,64.97
-1811928600,65.52,66.67,65.07,66.32
-1809163800,65.63,68.19,65.46,68.19
-1806658200,68.01,68.17,65.44,65.7
-1803979800,65.55,66.59,64.88,66.09
-1801301400,65.8,65.8,61.74,63.64
-1798709400,64.04,64.15,59.06,60.63
-1795858200,60.3,60.45,57.01,58.17
-1793439000,58.9,59.16,56.67,58.61
-1790933400,59.33,60.25,56.77,56.88
-1788341400,57.66,57.9,56.77,56.77
-1785576600,55.96,55.96,52.23,54.24
-1783071000,54.63,57.26,54.49,56.84
-1780392600,56.64,59.25,56.64,59.25
-1777714200,58.62,60.14,58.14,58.21
-1775122200,58.51,58.98,55.83,56.71
-1772271000,56.32,56.57,55,55.2
-1769851800,54.88,57.11,54.51,57.06
-1767173400,56.92,60.03,56.92,59.97
-1764408600,59.79,60.25,58.89,59.39
-1761989400,59.14,60.42,58.75,59.67
-1759397400,59.72,59.73,56.14,57.3
-1756805400,58.02,59.14,57.33,59.08
-1754127000,58.65,59.27,57.43,58.42
-1751535000,58.18,59.24,51.73,51.73
-1738315800,56.76,56.76,53.17,54.58
-1735637400,55.44,58.24,55.4,56.54
-1732959000,55.59,57.83,54.22,55.02
-1730539800,55.29,61.3,55.29,60.83
-1727861400,61.05,71.78,61.05,71.78
-1725096600,69.54,69.58,60.38,65.01
-1722591000,64.86,71.9,64.86,70.06
-1719999000,69.85,75.79,67.88,75.53
-1717234200,76.46,81.88,76.46,81.2
-1714642200,81.79,90.58,80.7,90.58
-1712050200,90.88,96.46,88.23,95.34
-1709371800,95.16,97.56,91.08,96.71
-1706779800,95.9,99.21,94.78,99.15
-1703928600,98.81,98.81,90.58,90.58
-1701423000,91.93,96.15,90.89,91.03
-1698917400,90.69,96.08,90.52,93.25
-1696066200,94.13,94.46,87,89.65
-1693647000,90.3,92.62,87.71,91.8
-1690968600,91.87,93.61,87.68,89.58
-1688203800,89.37,90.53,86.42,89.25
-1685698200,89.05,93.83,88.15,92.25
-1683019800,91.19,103.73,91.19,103.73
-1680341400,103.01,105.28,98.94,104.61
-1677749400,105.9,110.15,105.63,105.97
-1675157400,106.17,106.76,90.16,95
-1672479000,96.15,99.18,95.43,95.43
-1669800600,88.52,94.91,87.01,91.56
-1667381400,91.1,98.2,91.1,96.72
-1664616600,97.06,97.06,90.66,93.23
-1662111000,93.42,97.41,89.08,97.38
-1659432600,97,98.58,94.78,95.38
-1656754200,95.23,95.31,90.48,91.75
-1654162200,92.26,93.85,83.4,83.4
-1651311000,81.2,86.02,81.2,83.46
-1648891800,83.58,83.58,74.5,74.5
-1646213400,71.41,74.23,68.58,72.65
-1643448600,72.55,74.38,65.95,74.38
-1640943000,76.68,79.8,73.38,79.8
-1638264600,79.28,82.08,77.78,80.39
-1635845400,79.93,79.93,76.41,76.41
-1633170600,77.16,79.42,75.58,77.51
-1630578600,78.16,84.04,78.08,78.08
-1627727400,78.55,83.02,78.53,82.58
-1625308200,81.81,82.96,80.51,81.23
-1622629800,80.71,83.18,80.71,82.46
-1619865000,83.84,84.68,80.29,84.68
-1617359400,83.95,89.07,83.36,85.51
-1614677400,85.53,87.66,79.87,80.93
-1611999000,81.13,84.5,80.44,82.2
-1609407000,82.6,83.35,79.88,80.61
-1606555800,80.91,85.68,79.35,84.81
-1604136600,85.58,89.05,84.24,88.85
-1601634600,89.3,93.51,88.91,92.88
-1599042600,93.26,105.5,93.26,105.5
-1596277800,106.92,107.55,99.56,106.98
-1593772200,108.13,112.23,107.16,107.16
-1591093800,107.99,107.99,98.46,104.75
-1588415400,106.26,111.42,105.84,111.42
-1585823400,111.12,118.92,108.9,118.92
-1582968600,119.62,119.62,103.72,103.72
-1580549400,104.03,107.97,103.55,107.23
-1577871000,108.76,108.85,101.9,104.21
-1575106200,103.01,103.01,89.98,91.18
-1572687000,92.4,104.17,91.68,102.81
-1570012200,102.66,105.65,93.16,93.54
-1567247400,94.03,94.41,87.36,91.81
-1564741800,90.2,93.06,90.16,90.76
-1562149800,91.26,94.51,86.85,86.85
-1559385000,84.95,87.29,83.2,86.16
-1556793000,86.34,89.95,82.95,82.95
-1554201000,84,85.73,84,85.08
-1551519000,85.48,85.48,73.12,76.04
-1548927000,76.5,77.3,66.75,71.95
-1546075800,72.67,76.76,72.67,76.13
-1543570200,75.48,77.14,74.34,74.98
-1541151000,74.71,77.78,72.25,75.76
-1538472600,75.72,78.86,75.06,78.57
-1535797800,79.65,80.03,73.44,73.44
-1533205800,73.51,73.51,64.9,68.45
-1530613800,68.35,69.86,67.25,68.37
-1527935400,69.68,69.95,63.9,67.11
-1525257000,66.83,71.72,66.83,71.08
-1522488600,71.61,73.8,69.46,73.21
-1519983000,73.44,78.01,73.44,77.3
-1517391000,78.12,81.5,78.12,80.8
-1514626200,81.1,82.95,78.59,81.3
-1512034200,81.68,85.81,81.68,85.46
-1509615000,85.33,89.05,85.33,89.05
-1506763800,90.05,93.21,89.3,91.93
-1504348200,93.35,96.41,91.5,95.63
-1501669800,96.03,96.36,90.73,92.93
-1498905000,92.92,97.05,92.92,97.05
-1496399400,96.25,100.78,96.21,100.78
-1493721000,101.28,102.05,96.58,97.12
-1491039000,97.67,102.76,96.11,96.11
-1488447000,96.23,99.53,92.03,94.65
-1485855000,95.73,99.22,95.03,98.17
-1483176600,98.77,99.42,96.96,97.43
-1480498200,97.71,103.9,97.71,103.9
-1478079000,104.23,105.38,102.36,102.77
-1475314200,101.51,102.7,98.38,98.38
-1472812200,97.4,98.19,92.77,97.53
-1470133800,95.36,97.24,88.4,88.4
-1467455400,88.95,91.72,86.91,86.91
-1464863400,87.96,93.7,87.96,93.46
-1462012200,92.25,93.61,87.94,87.97
-1459589400,88.06,90.45,85.91,88.53
-1456911000,88.41,92.88,88.41,92.34
-1454146200,92.64,95.61,92.64,95.52
-1451640600,95.65,100.66,94.88,100.66
-1448962200,100.7,101.31,96.33,97.22
-1446283800,97.1,98.86,92.54,93.01
-1443778200,93.5,94.69,89.18,90.63
-1441189800,92.12,92.47,88.33,89.9
-1438425000,90.15,96.37,89.18,96.37
-1435919400,96.45,102.14,96.38,102.14
-1433241000,102.12,105.57,101.51,104.14
-1430562600,104.95,104.95,101.07,103.16
-1427967000,104.08,104.08,99.18,104.06
-1425115800,103.89,111.1,103.89,111.1
-1422696600,110.44,120.51,110.44,120.51
-1420018200,121.25,123.6,119.46,123.49
-1417253400,120.46,122.86,117.96,122.24
-1414834200,123.93,125.68,115,116.75
-1412242200,118.07,121.54,117.4,120.01
-1409653800,121.1,129.95,121.1,129.95
-1406975400,129.69,131.01,126.75,131.01
-1404383400,131.76,136.5,131.33,133.81
-1401532200,135.81,143.18,135.71,141.18
-1399026600,139.78,147.16,137.22,143.46
-1396431000,144.77,155.65,144.77,155.65
-1393666200,157.88,159.39,148.18,151.08
-1391160600,152.11,157.01,152.11,156.66
-1388482200,158.75,158.93,153.2,157.35
-1385803800,156.83,162.31,154.68,154.68
