time,open,high,low,close
975625200,445.9,495.8,440.8,483.5
978303600,483.5,515.2,457.6,508.3
980982000,508.3,510.9,465.1,474.4
983401200,474.4,485.5,419.7,450.5
986162400,450.5,490.3,424.6,485.3
988668000,485.3,519.9,480.5,496.5
991346400,496.5,516.5,482.2,512.6
994024800,513.3,513.3,471.4,484.8
996616800,484.8,491.9,465.4,468.6
999468000,468.6,472.8,373.6,404.9
1001887200,404.9,439.8,393,428.2
1004569200,428.2,465.9,424.8,460.8
1007334000,460.8,494.7,455.5,488.5
1009839600,488.5,503.1,468,483.1
1012518000,483.1,484,457,469.4
1014937200,469.4,509.2,469.2,506.5
1017615600,506.5,523.8,493.8,510.7
1020204000,510.7,515.3,482.6,487.5
1023055200,487.5,487.6,441.8,462.6
1025474400,462.6,462.6,363,392.4
1028152800,392.4,410.9,367.1,391
1030917600,391,397.5,354.3,362.3
1033423200,362.3,376.7,324.9,373.5
1036105200,373.5,411.1,369.1,406.4
1038783600,406.4,413.6,379.7,383.1
1041375600,383.1,399.5,366.6,372.2
1044226800,372.2,373.7,351.8,360.5
1046646000,360.5,376.4,343.1,364.5
1049151600,364.5,399.9,363.7,398.7
1051740000,398.7,441,394.2,441
1054504800,441,465.7,437.2,448.4
1057010400,448.4,481.4,441.2,476
1059688800,476,499.4,450,497.4
1062367200,497.4,520.6,482.1,487.7
1064959200,487.7,536.4,487.7,528.2
1067814000,528.2,547.6,519.8,546.5
1070233200,546.5,566.7,526.4,556.9
1072911600,556.9,601.5,556.9,580.8
1075676400,580.8,597.1,564,585.6
1078095600,585.6,603.2,556.1,590.3
1080774000,590.3,606.4,558.6,559.8
1083535200,559.8,575.4,530.7,568.3
1086040800,568.3,591.5,557.7,591.5
1088632800,591.5,591.5,531.4,551.3
1091397600,551.3,551.9,515.9,547.9
1093989600,547.9,577.2,547.7,572.9
1096581600,572.9,592.7,562.8,583.8
1099263600,583.8,636,581.1,633.8
1101855600,633.8,656.1,621.8,651.6
1104706800,651.6,654.3,604.2,624
1107212400,624,640.6,616.9,634.1
1109631600,634.1,647.6,603.8,615.1
1112310000,615.1,620.9,570,579.4
1114984800,579.4,619.4,578.1,616.7
1117576800,616.7,648.2,616.7,639.7
1120168800,639.7,684.8,638.9,679.8
1122847200,679.8,688.5,645.4,666.5
1125525600,666.5,682.5,644.7,667.8
1128290400,667.8,674.2,614.8,646.6
1130799600,646.6,686.2,640.2,677.3
1133391600,677.3,693.6,669,673.2
1136156400,673.2,736.3,666.6,733.2
1138748400,733.2,742.8,708.1,730.6
1141167600,730.6,767.2,713.6,765.1
1144015200,765.2,778.6,740.2,764.5
1146434400,764.5,784.6,696.1,721
1149112800,721,742.3,669.9,724.7
1151877600,724.7,730.8,668.6,700.6
1154383200,700.6,725,674.8,720.5
1157061600,720.5,738.2,700.4,725.6
1159740000,725.6,776,712.2,766.8
1162335600,766.8,795.2,746.3,786.1
1164927600,785.7,801,773.1,787.7
1167606000,788.3,803.5,768.7,800.3
1170284400,802,830,784.4,793.3
1172703600,787.6,811,760.1,800.7
1175464800,799.6,835.2,798.2,814.6
1177970400,815.4,849.3,807.7,847.2
1180648800,848.6,856.4,819.8,833.7
1183327200,836.1,856.5,770.6,776.1
1185919200,775,803.5,736,792.9
1188770400,792.5,822.9,759.4,805.5
1191189600,806,852.1,788.7,828
1193868000,822.9,822.9,734.5,767.8
1196636400,761.4,799.6,735.8,766
1199142000,765.9,768.5,666.6,713.3
1201820400,714.9,731.2,683.5,686.2
1204498800,686,706,643.3,688
1207000800,692,728.4,684.9,716.2
1209592800,715.5,750.7,714,748.3
1212357600,747.5,763.3,689.7,689.7
1214863200,686.8,726.3,647.4,714.5
1217541600,714.9,764.4,700.2,739.5
1220220000,745.1,761.8,657.2,679.6
1222812000,676.2,676.2,461.6,537.5
1225666800,536.5,551,401,473.1
1228086000,457.5,503.3,440.3,499.5
1230764400,499.5,519,431.3,443.5
1233529200,441.2,471.5,386.7,389
1235948400,377.4,445.3,342.6,422.8
1238536800,418.6,501.5,412.8,487.6
1241128800,488.1,511.8,470.4,492.6
1243807200,504.6,535.9,488.9,508.3
1246399200,510.3,563.5,473.5,556.7
1249250400,559.3,589.8,547,572.1
1251756000,570.2,625.3,552.3,604.3
1254348000,603.2,624.1,560.2,562.8
1257116400,563.8,605.4,553.3,573.7
1259622000,583,636,583,625.4
1262300400,628.1,649.2,600.5,602
1264978800,602.2,633.5,580.5,628.6
1267398000,639.1,693.3,630.6,678.6
1270072800,681.6,746,677.8,716.6
1272837600,719.3,732.9,617.6,661.6
1275343200,657.5,677.2,607.3,609.5
1277935200,609.8,672.2,587.7,650
1280700000,657.4,664.5,588.6,602.1
1283292000,603.3,684.6,603.3,676.1
1285884000,681,714,666,703.3
1288562400,706.1,739,693.7,732.5
1291158000,735,793.5,734.7,785.2
1294009200,793.5,807.9,771.7,781.3
1296514800,785.3,838,785.3,823.5
1298934000,825.2,843.7,775.9,843.5
1301608800,847.9,866.9,816.1,865.3
1304287200,865.6,868.6,807.9,848.3
1306879200,846.5,846.7,772.6,827.4
1309471200,828.3,860.4,783.2,797
1312149600,803.8,808.6,646.7,726.8
1314828000,730.5,734.1,634.7,644.2
1317592800,639.7,769.5,638.8,752.9
1320098400,725.5,756.8,666.2,737.4
1322694000,734.5,753.2,705.8,748.5
1325458800,750.7,800.2,736.8,790.3
1328050800,797,833,797,810.9
1330556400,814,847.9,785.4,830.3
1333317600,828.9,841.1,783.6,816.9
1335823200,817.7,830.1,745.7,761.8
1338501600,752.1,799,729.8,798.5
1341180000,799.8,820.4,765,786.9
1343772000,790,827.1,765.2,812.1
1346623200,813.2,868.5,807.4,837.5
1349042400,840.8,853.6,807.2,818.7
1351720800,818.8,830.5,763.5,821.9
1354489200,825.9,852.5,816.1,849.3
1356994800,849.3,907.9,849.3,904.9
1359673200,905.6,932,894.2,911.1
1362092400,905.4,954,899.3,951.5
1364767200,951.4,951.6,898.4,947.5
1367359200,945.5,1008.2,924.2,984.2
1370210400,986.3,1001.5,942.8,977.5
1372629600,981.3,1056.9,981.3,1045.3
1375308000,1051.2,1063.5,1009.5,1010.9
1378072800,1019.5,1082,1009,1073.8
1380578400,1073.7,1123.3,1037.9,1100.2
1383256800,1099.1,1147,1079.1,1142.9
1385938800,1142.3,1168,1099.7,1163.6
1388530800,1160.5,1182,1119.8,1130.9
1391382000,1130.1,1193.5,1082.7,1183
1393801200,1171.9,1212.8,1146.8,1173.6
1396303200,1175.5,1194,1095.8,1126.9
1398895200,1126,1144.1,1082.5,1134.5
1401660000,1136.4,1196.2,1118.7,1192.7
1404165600,1196.2,1213.6,1120.1,1120.1
1406844000,1120.5,1177.1,1107.3,1174.3
1409522400,1177.3,1183.8,1101.7,1101.7
1412114400,1101.1,1174.3,1040.5,1173.5
1414969200,1174.5,1191.8,1152,1171
1417388400,1170.6,1221.4,1134.5,1204.7
1420066800,1210,1212.8,1151.3,1165.4
1422831600,1159.8,1239.7,1153.8,1233.4
1425250800,1233.4,1268.2,1206.1,1252.8
1427839200,1251,1278.6,1216.1,1220.1
1430431200,1221.3,1261,1211.1,1246.5
1433109600,1252,1296,1238.7,1253.9
1435701600,1262.1,1275.9,1205.2,1238.7
1438552800,1238.3,1243.2,1102.6,1157.3
1441058400,1148.3,1194,1078.6,1100.7
1443650400,1100.9,1178.8,1080.6,1161.9
1446418800,1161.9,1204.9,1140.8,1198.1
1448924400,1198.9,1205.1,1108.8,1146.3
1451602800,1134.1,1134.1,984,1035.4
1454281200,1033.5,1044.9,943.1,1033.9
1456786800,1035.5,1117.8,1035.5,1114
1459461600,1112.9,1156.1,1088.6,1130.8
1462140000,1131.2,1159,1085.9,1154.8
1464732000,1154.5,1190.2,1085.9,1151.9
1467324000,1151.8,1224.8,1131.7,1219.9
1470002400,1220.3,1251.3,1198.7,1239.9
1472680800,1240.1,1263.5,1206.1,1251.7
1475445600,1251.3,1254.1,1185.2,1191.4
1477951200,1191.8,1347.2,1156.1,1322.3
1480546800,1322.8,1392.7,1308.8,1357.1
1483311600,1358,1388.6,1341.5,1361.8
1485903600,1364.1,1410.4,1349.4,1386.7
1488322800,1389.1,1414.8,1335,1385.9
1491170400,1386.4,1425.7,1345.2,1400.4
1493589600,1401,1411,1351,1370.2
1496268000,1370.3,1433.8,1370.3,1415.4
1499032800,1416.5,1452.1,1398.8,1425.1
1501538400,1426,1430.7,1349.3,1405.3
1504216800,1405.8,1493.6,1393.9,1490.9
1506895200,1491.1,1514.9,1482.5,1502.5
1509487200,1504.5,1551.7,1454.2,1544.1
1512082800,1544.1,1559.6,1498.8,1535.5
1514761200,1536.1,1615.5,1536.1,1575
1517439600,1574.7,1582.3,1436.4,1512.4
1519858800,1512.1,1609.1,1494,1529.4
1522620000,1529.1,1592,1482.9,1541.9
1525125600,1541.8,1651.1,1527.7,1633.6
1527804000,1635.4,1708.1,1630.1,1643.1
1530482400,1641.7,1708.6,1631.1,1670.8
1533074400,1670.9,1742.1,1657.5,1740.8
1535925600,1740.8,1740.8,1687,1696.6
1538344800,1697.8,1703.8,1459.2,1511.4
1541023200,1512.7,1586.2,1465.3,1533.3
1543791600,1536.3,1553.3,1266.9,1353
1546297200,1350.7,1504.4,1323.9,1501.1
1548975600,1501.1,1603.4,1492.9,1575.9
1551394800,1575.8,1596.3,1493.5,1540.9
1554069600,1548.4,1604.3,1544,1593.4
1556661600,1593.5,1619.4,1458.4,1464.3
1559512800,1459.6,1571.4,1453.3,1569.7
1561932000,1577.7,1600.4,1541.8,1570.7
1564610400,1568.8,1589.2,1439.3,1491.4
1567375200,1481.6,1594.8,1464.8,1526.4
1569880800,1525.8,1581.6,1457.2,1561.7
1572559200,1562.6,1635.6,1560.2,1623.7
1575241200,1624.6,1684.3,1587,1670.9
1577833200,1672.9,1712.5,1607.3,1614.6
1580684400,1612.2,1701.6,1443.2,1493.3
1583103600,1456.7,1547.2,952.3,1139.6
1585692000,1138.8,1376.8,1033.2,1305
1588284000,1296.9,1454.1,1176.5,1407
1590962400,1389.1,1540.6,1312.8,1439
1593554400,1439,1509.6,1376.1,1481.2
1596405600,1482.8,1607,1469.4,1559.6
1598911200,1559.3,1596,1429.2,1499.6
1601503200,1502.4,1654.3,1493.4,1546.2
1604271600,1533.9,1864.4,1527.4,1828.9
1606777200,1826,2032.6,1816.5,1978.4
1609455600,1975,2192.5,1921,2061.4
1612134000,2058.2,2316.9,2029.2,2194.8
1614553200,2202.3,2368.4,2084.3,2217.5
1617228000,2217.3,2323.5,2166,2266.9
1619992800,2267.8,2291.6,2113.1,2258.4
1622498400,2264,2350.1,2208.5,2312.6
1625090400,2313.1,2338,2105.2,2226.2
1627855200,2228,2287.6,2109.1,2275.1
1630447200,2274.5,2312.2,2150.5,2203.8
1633039200,2204.4,2323.7,2174.5,2298.5
1635717600,2303.2,2463.6,2173.8,2214.7
1638313200,2216,2279.3,2105.8,2244.5
1641164400,2244.4,2290.5,1895.5,2016
1643670000,2017.3,2106.1,1885.3,2047.5
1646089200,2046.9,2140.2,1915.7,2071
1648764000,2070.9,2109.5,1856.8,1865.6
1651442400,1866.5,1952.3,1699.8,1863
1654034400,1864.4,1918.5,1638.4,1697.2
1656626400,1697.8,1885.1,1676.1,1879.3
1659304800,1879.3,2026.3,1833,1836.3
1661983200,1834.9,1919.2,1630.1,1651.9
1664748000,1646.9,1850.9,1633,1841
1667253600,1841.1,1900,1746.7,1881.6
1669849200,1882,1891.2,1700,1745.6
1672614000,1756.5,1933.5,1713.5,1931
1675206000,1931.4,2010.4,1871.1,1895.7
1677625200,1894.9,1935.1,1689,1799.9
1680472800,1796,1814.6,1722.8,1767.2
1682892000,1767.3,1819.1,1698.8,1748
1685570400,1748.3,1908.4,1741,1886.3
1688335200,1887.8,2004.8,1821,2003.9
1690840800,2004.2,2007,1829,1900.1
1693519200,1899.9,1930.7,1762.3,1784.7
1696197600,1797.6,1798.5,1632,1658.9
1698789600,1659.5,1833.6,1646.3,1808
1701385200,1808.1,2077.8,1794.7,2026.2
1704063600,2031.3,2042.9,1893.4,1950.4
1706742000,1951.6,1980.6,1917.8,1928.2
