Date,close
1985-01-01,125.0
1985-02-01,123.52
1985-03-01,117.36
1985-04-01,115.38
1985-05-01,119.64
1985-06-01,122.14
1985-07-01,123.27
1985-08-01,118.3
1985-09-01,110.62
1985-10-01,115.480003
1985-11-01,126.059998
1985-12-01,132.294998
1986-01-01,132.925003
1986-02-01,140.425003
1986-03-01,148.860001
1986-04-01,154.910004
1986-05-01,163.160004
1986-06-01,162.615005
1986-07-01,144.705002
1986-08-01,151.699997
1986-09-01,137.494995
1986-10-01,144.479996
1986-11-01,147.940002
1986-12-01,141.404999
1987-01-01,166.675003
1987-02-01,182.75
1987-03-01,186.039993
1987-04-01,184.830002
1987-05-01,188.770004
1987-06-01,189.240005
1987-07-01,196.350006
1987-08-01,209.574997
1987-09-01,205.505005
1987-10-01,150.070007
1987-11-01,137.125
1987-12-01,156.25
1988-01-01,159.130005
1988-02-01,172.639999
1988-03-01,173.259995
1988-04-01,175.919998
1988-05-01,173.345001
1988-06-01,189.024994
1988-07-01,181.160004
1988-08-01,170.994995
1988-09-01,179.365005
1988-10-01,174.779999
1988-11-01,169.184998
1988-12-01,177.410004
1989-01-01,186.470001
1989-02-01,183.789993
1989-03-01,185.869995
1989-04-01,200.470001
1989-05-01,214.544998
1989-06-01,204.585007
1989-07-01,214.274994
1989-08-01,222.005005
1989-09-01,226.389999
1989-10-01,222.615005
1989-11-01,224.445007
1989-12-01,223.835007
1990-01-01,201.940002
1990-02-01,207.914993
1990-03-01,213.145004
1990-04-01,205.815002
1990-05-01,236.149994
1990-06-01,238.460007
1990-07-01,223.384995
1990-08-01,193.615005
1990-09-01,177.054993
1990-10-01,172.554993
1990-11-01,192.65
1990-12-01,200.53
1991-01-01,232.42
1991-02-01,250.01
1991-03-01,264.9
1991-04-01,263.65
1991-05-01,279.0
1991-06-01,254.32
1991-07-01,272.15
1991-08-01,287.4
1991-09-01,287.53
1991-10-01,292.5
1991-11-01,284.79
1991-12-01,330.85
1992-01-01,338.31
1992-02-01,345.88
1992-03-01,323.05
1992-04-01,307.86
1992-05-01,315.29
1992-06-01,301.23
1992-07-01,310.89
1992-08-01,299.26
1992-09-01,313.18
1992-10-01,329.15
1992-11-01,350.96
1992-12-01,360.18
1993-01-01,370.56
1993-02-01,351.14
1993-03-01,359.42
1993-04-01,339.94
1993-05-01,368.11
1993-06-01,366.12
1993-07-01,352.86
1993-08-01,372.65
1993-09-01,382.71
