date,close
1966-06-01,870.1
1966-07-01,847.38
1966-08-01,788.41
1966-09-01,774.22
1966-10-01,807.07
1966-11-01,791.59
1966-12-01,785.69
1967-01-01,849.89
1967-02-01,839.37
1967-03-01,865.98
1967-04-01,897.05
1967-05-01,852.56
1967-06-01,860.26
1967-07-01,904.24
1967-08-01,901.29
1967-09-01,926.66
1967-10-01,879.74
1967-11-01,875.81
1967-12-01,905.11
1968-01-01,855.47
1968-02-01,840.5
1968-03-01,840.67
1968-04-01,912.22
1968-05-01,899.0
1968-06-01,897.8
1968-07-01,883.0
1968-08-01,896.01
1968-09-01,935.79
1968-10-01,952.39
1968-11-01,985.08
1968-12-01,943.75
1969-01-01,946.05
1969-02-01,905.21
1969-03-01,935.48
1969-04-01,950.18
1969-05-01,937.56
1969-06-01,873.19
1969-07-01,815.47
1969-08-01,836.72
1969-09-01,813.09
1969-10-01,855.99
1969-11-01,812.3
1969-12-01,800.36
1970-01-01,744.06
1970-02-01,777.59
1970-03-01,785.57
1970-04-01,736.07
1970-05-01,700.44
1970-06-01,683.53
1970-07-01,734.12
1970-08-01,764.58
1970-09-01,760.68
1970-10-01,755.61
1970-11-01,794.09
1970-12-01,838.92
1971-01-01,868.5
1971-02-01,878.83
1971-03-01,904.37
1971-04-01,941.75
1971-05-01,907.81
1971-06-01,891.14
1971-07-01,858.43
1971-08-01,898.07
1971-09-01,887.19
1971-10-01,839.0
1971-11-01,831.34
1971-12-01,890.2
1972-01-01,902.17
1972-02-01,928.13
1972-03-01,940.7
1972-04-01,954.17
1972-05-01,960.72
1972-06-01,929.03
1972-07-01,924.74
1972-08-01,963.73
1972-09-01,953.27
1972-10-01,955.52
1972-11-01,1018.21
1972-12-01,1020.02
1973-01-01,999.02
1973-02-01,955.07
1973-03-01,951.01
1973-04-01,921.43
1973-05-01,901.41
1973-06-01,891.71
1973-07-01,926.4
1973-08-01,887.57
1973-09-01,947.1
1973-10-01,956.58
1973-11-01,822.25
1973-12-01,850.86
1974-01-01,855.55
1974-02-01,860.53
1974-03-01,846.68
1974-04-01,836.75
1974-05-01,802.17
1974-06-01,802.41
1974-07-01,757.43
1974-08-01,678.58
1974-09-01,607.87
1974-10-01,665.52
1974-11-01,618.66
1974-12-01,616.24
1975-01-01,703.69
1975-02-01,739.05
1975-03-01,768.15
1975-04-01,821.34
1975-05-01,832.29
1975-06-01,878.99
1975-07-01,831.51
1975-08-01,835.34
1975-09-01,793.88
1975-10-01,836.04
1975-11-01,860.67
1975-12-01,852.41
1976-01-01,975.28
1976-02-01,972.61
1976-03-01,999.45
1976-04-01,996.85
1976-05-01,975.23
1976-06-01,1002.78
1976-07-01,984.64
1976-08-01,973.74
1976-09-01,990.19
1976-10-01,964.93
1976-11-01,947.22
1976-12-01,1004.65
1977-01-01,954.37
1977-02-01,936.42
1977-03-01,919.13
1977-04-01,926.9
1977-05-01,898.66
1977-06-01,916.3
1977-07-01,890.07
1977-08-01,861.49
1977-09-01,847.11
1977-10-01,818.35
1977-11-01,829.7
1977-12-01,831.17
1978-01-01,769.92
1978-02-01,742.12
1978-03-01,757.36
1978-04-01,837.32
1978-05-01,840.61
1978-06-01,818.95
1978-07-01,862.27
1978-08-01,876.82
1978-09-01,865.82
1978-10-01,792.45
1978-11-01,799.03
1978-12-01,805.01
1979-01-01,839.22
1979-02-01,808.82
1979-03-01,862.18
1979-04-01,854.9
1979-05-01,822.33
1979-06-01,841.98
1979-07-01,846.42
1979-08-01,887.63
1979-09-01,878.58
1979-10-01,815.7
1979-11-01,822.35
1979-12-01,838.74
1980-01-01,875.84
1980-02-01,863.14
1980-03-01,785.75
1980-04-01,817.06
1980-05-01,850.84
1980-06-01,867.92
1980-07-01,935.31
1980-08-01,932.59
1980-09-01,932.42
1980-10-01,924.48
1980-11-01,993.34
1980-12-01,963.98
1981-01-01,947.27
1981-02-01,974.58
1981-03-01,1003.87
1981-04-01,997.75
1981-05-01,991.75
1981-06-01,976.88
1981-07-01,952.34
1981-08-01,881.47
1981-09-01,849.98
1981-10-01,852.55
1981-11-01,888.98
1981-12-01,875.0
1982-01-01,871.09
1982-02-01,824.39
1982-03-01,822.77
1982-04-01,848.36
1982-05-01,819.55
1982-06-01,811.94
1982-07-01,808.59
1982-08-01,901.31
1982-09-01,896.25
1982-10-01,991.07
1982-11-01,1039.28
1982-12-01,1046.547
1983-01-01,1075.69
1983-02-01,1112.62
1983-03-01,1129.93
1983-04-01,1226.19
1983-05-01,1200.08
1983-06-01,1221.35
1983-07-01,1199.21
1983-08-01,1216.15
1983-09-01,1233.12
1983-10-01,1225.2
1983-11-01,1276.01
1983-12-01,1258.63
1984-01-01,1220.57
1984-02-01,1154.62
1984-03-01,1164.26
1984-04-01,1170.74
1984-05-01,1104.84
1984-06-01,1132.39
1984-07-01,1115.28
1984-08-01,1224.38
1984-09-01,1206.71
1984-10-01,1207.37
1984-11-01,1188.93
1984-12-01,1211.57
1985-01-01,1286.76
1985-02-01,1284.0
1985-03-01,1266.78
1985-04-01,1258.05
1985-05-01,1315.41
1985-06-01,1335.23
1985-07-01,1347.44
1985-08-01,1334.01
1985-09-01,1328.62
1985-10-01,1374.3
1985-11-01,1472.12
1985-12-01,1546.67
1986-01-01,1570.98
1986-02-01,1709.05
1986-03-01,1818.61
1986-04-01,1783.98
1986-05-01,1876.7
1986-06-01,1892.7
1986-07-01,1775.3
1986-08-01,1898.3
1986-09-01,1767.6
1986-10-01,1877.8
1986-11-01,1914.2
1986-12-01,1896.0
1987-01-01,2158.0
1987-02-01,2224.0
1987-03-01,2304.7
1987-04-01,2286.4
1987-05-01,2291.6
1987-06-01,2418.5
1987-07-01,2572.1
1987-08-01,2663.0
1987-09-01,2596.3
1987-10-01,1993.5
1987-11-01,1833.6
1987-12-01,1938.8
1988-01-01,1958.2
1988-02-01,2071.6
1988-03-01,1988.1
1988-04-01,2032.3
1988-05-01,2031.1
1988-06-01,2141.7
1988-07-01,2128.7
1988-08-01,2031.7
1988-09-01,2112.9
1988-10-01,2148.7
1988-11-01,2114.5
1988-12-01,2168.6
1989-01-01,2342.3
1989-02-01,2258.4
1989-03-01,2293.6
1989-04-01,2418.8
1989-05-01,2480.2
1989-06-01,2440.1
1989-07-01,2660.7
1989-08-01,2737.2
1989-09-01,2692.8
1989-10-01,2645.0
1989-11-01,2706.2
1989-12-01,2753.2
1990-01-01,2590.5
1990-02-01,2627.2
1990-03-01,2706.9
1990-04-01,2656.7
1990-05-01,2876.6
1990-06-01,2880.6
1990-07-01,2905.4
1990-08-01,2614.3
1990-09-01,2452.4
1990-10-01,2442.3
1990-11-01,2560.4
1990-12-01,2633.6
1991-01-01,2736.4
1991-02-01,2882.1
1991-03-01,2913.9
1991-04-01,2887.9
1991-05-01,3027.5
1991-06-01,2906.8
1991-07-01,3024.8
1991-08-01,3043.6
1991-09-01,3016.77
1991-10-01,3069.1
1991-11-01,2894.68
1991-12-01,3168.83
1992-01-01,3223.39
1992-02-01,3267.66
1992-03-01,3235.46
1992-04-01,3359.12
1992-05-01,3396.88
1992-06-01,3318.52
1992-07-01,3393.78
1992-08-01,3257.35
1992-09-01,3271.66
1992-10-01,3226.28
1992-11-01,3305.16
1992-12-01,3301.11
1993-01-01,3310.03
1993-02-01,3370.81
1993-03-01,3435.11
1993-04-01,3427.55
1993-05-01,3527.43
1993-06-01,3516.08
1993-07-01,3539.47
1993-08-01,3651.25
1993-09-01,3555.12
1993-10-01,3680.59
1993-11-01,3683.95
1993-12-01,3754.09
1994-01-01,3978.36
1994-02-01,3832.02
1994-03-01,3635.96
1994-04-01,3681.69
1994-05-01,3758.37
1994-06-01,3624.96
1994-07-01,3764.5
1994-08-01,3913.42
1994-09-01,3843.19
1994-10-01,3908.12
1994-11-01,3739.22
1994-12-01,3834.44
1995-01-01,3843.86
1995-02-01,4011.05
1995-03-01,4157.69
1995-04-01,4321.27
1995-05-01,4465.14
1995-06-01,4556.1
1995-07-01,4708.47
1995-08-01,4610.56
1995-09-01,4789.08
1995-10-01,4755.48
1995-11-01,5074.5
1995-12-01,5117.1
1996-01-01,5395.3
1996-02-01,5485.6
1996-03-01,5587.14
1996-04-01,5569.08
1996-05-01,5643.18
1996-06-01,5654.63
1996-07-01,5528.91
1996-08-01,5616.21
1996-09-01,5882.17
1996-10-01,6029.38
1996-11-01,6521.7
1996-12-01,6448.27
1997-01-01,6813.09
1997-02-01,6877.74
1997-03-01,6583.48
1997-04-01,7008.99
1997-05-01,7331.04
1997-06-01,7672.79
1997-07-01,8222.61
1997-08-01,7622.42
1997-09-01,7945.26
1997-10-01,7442.08
1997-11-01,7823.13
1997-12-01,7908.25
1998-01-01,7906.5
1998-02-01,8545.72
1998-03-01,8799.81
1998-04-01,9063.37
1998-05-01,8899.95
1998-06-01,8952.02
1998-07-01,8883.29
1998-08-01,7539.07
1998-09-01,7842.62
1998-10-01,8592.1
1998-11-01,9124.28
1998-12-01,9201.26
1999-01-01,9358.83
1999-02-01,9306.58
1999-03-01,9786.16
1999-04-01,10789.04
1999-05-01,10559.74
1999-06-01,10970.8
1999-07-01,10655.15
1999-08-01,10829.28
1999-09-01,10336.95
1999-10-01,10731.76
1999-11-01,10877.81
1999-12-01,11497.12
2000-01-01,10940.53
2000-02-01,10128.31
2000-03-01,10921.92
2000-04-01,10733.91
2000-05-01,10522.33
2000-06-01,10447.89
2000-07-01,10521.98
2000-08-01,11215.1
2000-09-01,10650.92
2000-10-01,10971.14
2000-11-01,10414.49
